"","Description","Value","Replicate.Name","Retention.Time","Area","Area.with.QC","Precursor.Ion.Name","Background","Height","Mass.Error.PPM","all.Flags","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag"
"168",NA,NA,"180205_Blk_SWBlk_2",7.14,4665,4665,"S-Adenosylhomocysteine",0,4347,4.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"169",NA,NA,"180205_Blk_SWBlk_3",5.24,9373,9373,"S-Adenosylhomocysteine",0,3661,0.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"170",NA,NA,"180205_Poo_Sept29QC_1",8.36,658774,658774,"S-Adenosylhomocysteine",0,57244,-7.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"171",NA,NA,"180205_Poo_Sept29QC_2",4.75,4914,4914,"S-Adenosylhomocysteine",0,4663,-3.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"172",NA,NA,"180205_Poo_Sept29QC_3",6.29,4827,4827,"S-Adenosylhomocysteine",0,4470,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"173",NA,NA,"180205_Poo_Sept29QC_4",6.54,5935,5935,"S-Adenosylhomocysteine",0,3986,0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"174",NA,NA,"180205_Poo_TruePoo_Full1",8.32,990184,990184,"S-Adenosylhomocysteine",0,75793,-7.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"175",NA,NA,"180205_Poo_TruePoo_Full2",5.19,5095,5095,"S-Adenosylhomocysteine",0,5178,8.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"176",NA,NA,"180205_Poo_TruePoo_Full3",6.69,10240,10240,"S-Adenosylhomocysteine",0,7984,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"177",NA,NA,"180205_Poo_TruePoo_Half1",10.49,5701,5701,"S-Adenosylhomocysteine",0,4250,-1.8,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,"180205_Poo_TruePoo_Half2",NA,NA,NA,"S-Adenosylhomocysteine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,"180205_Poo_TruePoo_Half3",6.19,5273,5273,"S-Adenosylhomocysteine",0,2979,1.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"180",NA,NA,"180205_Smp_L1C32DCMless10m_A",8.4,400008,400008,"S-Adenosylhomocysteine",0,33015,-7.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"181",NA,NA,"180205_Smp_L1C32DCMless10m_B",3.63,6062,6062,"S-Adenosylhomocysteine",0,4458,1.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"182",NA,NA,"180205_Smp_L1C32DCMless10m_C",6.39,5760,5760,"S-Adenosylhomocysteine",0,4671,0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"183",NA,NA,"180205_Smp_L1C32DCMless20m_A",10.53,8464,8464,"S-Adenosylhomocysteine",0,6692,-1,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,"180205_Smp_L1C32DCMless20m_B",10.61,16480,16480,"S-Adenosylhomocysteine",0,7718,-0.2,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,"180205_Smp_L1C32DCMless20m_C",13.87,8097,8097,"S-Adenosylhomocysteine",0,7883,-1.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"186",NA,NA,"180205_Smp_L1C33DCM_A",10.52,6245,6245,"S-Adenosylhomocysteine",0,4960,1,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,"180205_Smp_L1C33DCM_B",10.51,10981,10981,"S-Adenosylhomocysteine",0,9953,1.3,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,"180205_Smp_L1C33DCM_C",10.55,8408,8408,"S-Adenosylhomocysteine",0,4714,-1.2,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,"180205_Smp_L1C33DCMplus10m_A",8.36,1000562,1000562,"S-Adenosylhomocysteine",0,61399,-7.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"190",NA,NA,"180205_Smp_L1C33DCMplus10m_B",5.33,5733,5733,"S-Adenosylhomocysteine",0,5278,0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"191",NA,NA,"180205_Smp_L1C33DCMplus10m_C",7.18,14020,14020,"S-Adenosylhomocysteine",0,13895,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"192",NA,NA,"180205_Smp_L1C33DCMplus20m_A",NA,NA,NA,"S-Adenosylhomocysteine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,"180205_Smp_L1C33DCMplus20m_B",5.96,4949,4949,"S-Adenosylhomocysteine",0,3177,0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"194",NA,NA,"180205_Smp_L1C33DCMplus20m_C",6.63,16947,16947,"S-Adenosylhomocysteine",0,6215,2.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"195",NA,NA,"180205_Smp_L2C1DCMless10m_A",NA,NA,NA,"S-Adenosylhomocysteine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,"180205_Smp_L2C1DCMless10m_B",9.14,7597,7597,"S-Adenosylhomocysteine",0,6031,2.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"197",NA,NA,"180205_Smp_L2C1DCMless10m_C",5.9,6940,6940,"S-Adenosylhomocysteine",0,3858,-0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"198",NA,NA,"180205_Smp_L2C1DCMless20m_A",8.36,1040554,1040554,"S-Adenosylhomocysteine",0,83667,-7.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"199",NA,NA,"180205_Smp_L2C1DCMless20m_B",4.23,4755,4755,"S-Adenosylhomocysteine",0,3762,0.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"200",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.19,7056,7056,"S-Adenosylhomocysteine",0,4493,-8.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"201",NA,NA,"180205_Smp_L2C2DCM_A",3.14,4205,4205,"S-Adenosylhomocysteine",0,2623,1.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"202",NA,NA,"180205_Smp_L2C2DCM_B",3.88,10628,10628,"S-Adenosylhomocysteine",0,6033,-0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"203",NA,NA,"180205_Smp_L2C2DCM_C",3.78,8782,8782,"S-Adenosylhomocysteine",0,5518,0.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"204",NA,NA,"180205_Smp_L2C2DCMplus10m_A",8.38,477723,477723,"S-Adenosylhomocysteine",0,43092,-7.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"205",NA,NA,"180205_Smp_L2C2DCMplus10m_B",NA,NA,NA,"S-Adenosylhomocysteine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,"180205_Smp_L2C2DCMplus10m_C",5.83,7034,7034,"S-Adenosylhomocysteine",0,7387,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"207",NA,NA,"180205_Smp_L2C2DCMplus20m_A",8.32,886770,886770,"S-Adenosylhomocysteine",0,74447,-7.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"208",NA,NA,"180205_Smp_L2C2DCMplus20m_B",6.31,6997,6997,"S-Adenosylhomocysteine",0,6516,0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"209",NA,NA,"180205_Smp_L2C2DCMplus20m_C",3.97,7584,7584,"S-Adenosylhomocysteine",0,7474,0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"210",NA,NA,"180205_Std_4uMStdsInH2O_1",12.25,109475248,109475248,"S-Adenosylmethionine",0,5880333,-1.2,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,"180205_Std_4uMStdsInH2O_2",12.28,11694413,11694413,"S-Adenosylmethionine",0,579284,-1.5,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"180205_Std_4uMStdsInMatrix_1",12.28,125496616,125496616,"S-Adenosylmethionine",1632095,6925061,-1.1,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"180205_Std_4uMStdsInMatrix_2",12.23,10340032,10340032,"S-Adenosylmethionine",0,616370,-1.5,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"180205_Blk_MQBlk_1",12.39,5672,5672,"S-Adenosylmethionine",0,5524,-5,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"180205_Blk_MQBlk_2",NA,NA,NA,"S-Adenosylmethionine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"180205_Blk_MQBlk_3",NA,NA,NA,"S-Adenosylmethionine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"180205_Blk_SWBlk_1",NA,NA,NA,"S-Adenosylmethionine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"180205_Blk_SWBlk_2",NA,NA,NA,"S-Adenosylmethionine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,"180205_Blk_SWBlk_3",17.29,5741,5741,"S-Adenosylmethionine",0,3523,-6.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"220",NA,NA,"180205_Poo_Sept29QC_1",12.27,3051960,3051960,"S-Adenosylmethionine",0,169834,-1.2,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"180205_Poo_Sept29QC_2",12.41,21427,21427,"S-Adenosylmethionine",0,9475,-0.9,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"180205_Poo_Sept29QC_3",12.41,38822,38822,"S-Adenosylmethionine",0,8916,-2.4,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"180205_Poo_Sept29QC_4",13.06,7231,7231,"S-Adenosylmethionine",0,6973,-0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"224",NA,NA,"180205_Poo_TruePoo_Full1",12.33,2626855,2626855,"S-Adenosylmethionine",24629,161420,-1.4,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"180205_Poo_TruePoo_Full2",12.42,26073,26073,"S-Adenosylmethionine",0,9442,-1,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"180205_Poo_TruePoo_Full3",12.21,34417,34417,"S-Adenosylmethionine",0,8658,-1.5,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,"180205_Poo_TruePoo_Half1",12.36,1234020,1234020,"S-Adenosylmethionine",0,71889,-1.3,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"180205_Poo_TruePoo_Half2",6.75,18651,18651,"S-Adenosylmethionine",0,9382,1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"229",NA,NA,"180205_Poo_TruePoo_Half3",12.14,8625,8625,"S-Adenosylmethionine",0,8450,-0.4,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"180205_Smp_L1C32DCMless10m_A",12.42,3135676,3135676,"S-Adenosylmethionine",0,160878,-1.2,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"180205_Smp_L1C32DCMless10m_B",12.31,76630,76630,"S-Adenosylmethionine",0,12769,-0.6,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"180205_Smp_L1C32DCMless10m_C",12.25,156786,156786,"S-Adenosylmethionine",0,15495,-2.2,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"180205_Smp_L1C32DCMless20m_A",12.37,189214,189214,"S-Adenosylmethionine",0,15647,-1.2,NA,NA,NA,NA,NA,NA,NA
"234",NA,NA,"180205_Smp_L1C32DCMless20m_B",12.32,113884,113884,"S-Adenosylmethionine",0,18638,-0.9,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"180205_Smp_L1C32DCMless20m_C",12.37,236254,236254,"S-Adenosylmethionine",0,19020,-1,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"180205_Smp_L1C33DCM_A",12.52,8130,8130,"S-Adenosylmethionine",0,4947,-1.5,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"180205_Smp_L1C33DCM_B",12.33,128954,128954,"S-Adenosylmethionine",0,16054,-1.3,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"180205_Smp_L1C33DCM_C",12.32,133374,133374,"S-Adenosylmethionine",0,14522,-2.2,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"180205_Smp_L1C33DCMplus10m_A",12.31,3020405,3020405,"S-Adenosylmethionine",0,172462,-1.5,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"180205_Smp_L1C33DCMplus10m_B",12.31,41414,41414,"S-Adenosylmethionine",0,11807,-1.1,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"180205_Smp_L1C33DCMplus10m_C",12.34,83597,83597,"S-Adenosylmethionine",0,14003,-1.6,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"180205_Smp_L1C33DCMplus20m_A",12.38,15460,15460,"S-Adenosylmethionine",0,7911,-0.5,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"180205_Smp_L1C33DCMplus20m_B",6.81,685567,685567,"S-Adenosylmethionine",0,35848,0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"244",NA,NA,"180205_Smp_L1C33DCMplus20m_C",6.75,712685,712685,"S-Adenosylmethionine",0,36008,0.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"245",NA,NA,"180205_Smp_L2C1DCMless10m_A",12.61,8161,8161,"S-Adenosylmethionine",0,5743,0.5,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"180205_Smp_L2C1DCMless10m_B",12.46,17312,17312,"S-Adenosylmethionine",0,9242,-1.1,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"180205_Smp_L2C1DCMless10m_C",12.35,56208,56208,"S-Adenosylmethionine",0,10571,-1.3,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,"180205_Smp_L2C1DCMless20m_A",12.33,4070390,4070390,"S-Adenosylmethionine",0,236270,-1.2,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,"180205_Smp_L2C1DCMless20m_B",12.29,116883,116883,"S-Adenosylmethionine",0,15880,-1.4,NA,NA,NA,NA,NA,NA,NA
"250",NA,NA,"180205_Smp_L2C1DCMless20m_C",12.38,104130,104130,"S-Adenosylmethionine",0,12244,-1.1,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"180205_Smp_L2C2DCM_A",12.31,30929,30929,"S-Adenosylmethionine",0,8279,-0.7,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"180205_Smp_L2C2DCM_B",12.35,51207,51207,"S-Adenosylmethionine",0,12714,-1.2,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"180205_Smp_L2C2DCM_C",12.32,44993,44993,"S-Adenosylmethionine",0,10571,-0.6,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"180205_Smp_L2C2DCMplus10m_A",12.35,1750994,1750994,"S-Adenosylmethionine",0,99792,-1.4,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"180205_Smp_L2C2DCMplus10m_B",12.52,11914,11914,"S-Adenosylmethionine",0,7410,-0.9,NA,NA,NA,NA,NA,NA,NA
"256",NA,NA,"180205_Smp_L2C2DCMplus10m_C",12.34,21079,21079,"S-Adenosylmethionine",0,7562,-1.5,NA,NA,NA,NA,NA,NA,NA
"257",NA,NA,"180205_Smp_L2C2DCMplus20m_A",12.35,1405363,1405363,"S-Adenosylmethionine",0,80659,-1.6,NA,NA,NA,NA,NA,NA,NA
"258",NA,NA,"180205_Smp_L2C2DCMplus20m_B",12.4,22610,22610,"S-Adenosylmethionine",0,8464,-0.2,NA,NA,NA,NA,NA,NA,NA
"259",NA,NA,"180205_Smp_L2C2DCMplus20m_C",12.37,8433,8433,"S-Adenosylmethionine",0,7187,-0.3,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"180205_Std_4uMStdsInH2O_1",10.93,48367144,48367144,"L-Alanine",2222458,3361998,0,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"180205_Std_4uMStdsInH2O_2",10.72,33584212,33584212,"L-Alanine",1882085,1414323,-0.7,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"180205_Std_4uMStdsInMatrix_1",10.98,45807204,45807204,"L-Alanine",2221690,3362788,0,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"180205_Std_4uMStdsInMatrix_2",10.98,28754318,28754318,"L-Alanine",1752738,1880324,-0.8,NA,NA,NA,NA,NA,NA,NA
"264",NA,NA,"180205_Blk_MQBlk_1",10.95,566822,566822,"L-Alanine",630727,57621,-0.1,NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,"180205_Blk_MQBlk_2",10.93,148494,148494,"L-Alanine",360881,17564,-0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"266",NA,NA,"180205_Blk_MQBlk_3",10.84,1441303,1441303,"L-Alanine",826504,116650,-0.5,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"180205_Blk_SWBlk_1",11.04,43610,43610,"L-Alanine",0,7809,-0.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"268",NA,NA,"180205_Blk_SWBlk_2",10.94,7264,7264,"L-Alanine",34570,4410,-0.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"269",NA,NA,"180205_Blk_SWBlk_3",11.13,11560,11560,"L-Alanine",55591,4397,-0.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"270",NA,NA,"180205_Poo_Sept29QC_1",11.11,6629083,6629083,"L-Alanine",303124,717754,-0.4,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,"180205_Poo_Sept29QC_2",11.24,1362274,1362274,"L-Alanine",268550,144785,-0.2,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"180205_Poo_Sept29QC_3",11.19,956222,956222,"L-Alanine",299990,100262,-0.9,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"273",NA,NA,"180205_Poo_Sept29QC_4",11.24,1730645,1730645,"L-Alanine",28291,161935,-0.4,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"180205_Poo_TruePoo_Full1",11.11,9161359,9161359,"L-Alanine",415571,952238,-0.2,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,"180205_Poo_TruePoo_Full2",11.22,1917366,1917366,"L-Alanine",392170,213176,-0.3,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,"180205_Poo_TruePoo_Full3",11.17,935432,935432,"L-Alanine",355605,107976,-0.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"277",NA,NA,"180205_Poo_TruePoo_Half1",11.09,6404440,6404440,"L-Alanine",403070,525562,-0.2,NA,NA,NA,NA,NA,NA,NA
"278",NA,NA,"180205_Poo_TruePoo_Half2",11.15,2545743,2545743,"L-Alanine",450380,221777,-0.3,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,"180205_Poo_TruePoo_Half3",11.13,2289286,2289286,"L-Alanine",543272,215658,-0.6,NA,NA,NA,NA,NA,NA,NA
"280",NA,NA,"180205_Smp_L1C32DCMless10m_A",11.21,5745780,5745780,"L-Alanine",1126134,758037,-0.4,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"180205_Smp_L1C32DCMless10m_B",11.19,2061926,2061926,"L-Alanine",432910,233111,-0.4,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,"180205_Smp_L1C32DCMless10m_C",11.19,1876238,1876238,"L-Alanine",555411,254151,-0.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"283",NA,NA,"180205_Smp_L1C32DCMless20m_A",11.24,3027177,3027177,"L-Alanine",626904,339474,-0.1,NA,NA,NA,NA,NA,NA,NA
"284",NA,NA,"180205_Smp_L1C32DCMless20m_B",11.22,3029131,3029131,"L-Alanine",571295,372906,-0.5,NA,NA,NA,NA,NA,NA,NA
"285",NA,NA,"180205_Smp_L1C32DCMless20m_C",11.16,2676672,2676672,"L-Alanine",595295,316411,-0.5,NA,NA,NA,NA,NA,NA,NA
"286",NA,NA,"180205_Smp_L1C33DCM_A",11.25,2873920,2873920,"L-Alanine",473906,291468,-0.2,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,"180205_Smp_L1C33DCM_B",11.22,3407474,3407474,"L-Alanine",1116208,446540,-0.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"288",NA,NA,"180205_Smp_L1C33DCM_C",11.17,975525,975525,"L-Alanine",476365,121270,-0.9,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"289",NA,NA,"180205_Smp_L1C33DCMplus10m_A",11.16,9106207,9106207,"L-Alanine",1502773,1155013,-0.4,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,"180205_Smp_L1C33DCMplus10m_B",11.21,2474904,2474904,"L-Alanine",870452,301276,-0.4,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"291",NA,NA,"180205_Smp_L1C33DCMplus10m_C",11.17,1818553,1818553,"L-Alanine",511372,209860,-0.7,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"292",NA,NA,"180205_Smp_L1C33DCMplus20m_A",11.3,2212800,2212800,"L-Alanine",499006,246353,-0.4,NA,NA,NA,NA,NA,NA,NA
"293",NA,NA,"180205_Smp_L1C33DCMplus20m_B",11.2,1706940,1706940,"L-Alanine",430325,248109,-0.2,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"294",NA,NA,"180205_Smp_L1C33DCMplus20m_C",11.19,1472288,1472288,"L-Alanine",641638,180580,-0.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"295",NA,NA,"180205_Smp_L2C1DCMless10m_A",11.27,1764109,1764109,"L-Alanine",390183,198476,-0.4,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,"180205_Smp_L2C1DCMless10m_B",11.24,1687096,1687096,"L-Alanine",367814,178716,-0.5,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,"180205_Smp_L2C1DCMless10m_C",11.17,752422,752422,"L-Alanine",353208,91338,-0.8,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"298",NA,NA,"180205_Smp_L2C1DCMless20m_A",11.14,5929858,5929858,"L-Alanine",440416,654315,0.1,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"180205_Smp_L2C1DCMless20m_B",11.2,1437785,1437785,"L-Alanine",351987,152899,-0.2,NA,NA,NA,NA,NA,NA,NA
"300",NA,NA,"180205_Smp_L2C1DCMless20m_C",11.19,678562,678562,"L-Alanine",334428,87401,-0.7,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"301",NA,NA,"180205_Smp_L2C2DCM_A",11.26,2545939,2545939,"L-Alanine",415710,287146,-0.6,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,"180205_Smp_L2C2DCM_B",11.22,2621687,2621687,"L-Alanine",714095,339945,-0.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"303",NA,NA,"180205_Smp_L2C2DCM_C",11.19,1262220,1262220,"L-Alanine",389189,142959,-0.3,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"304",NA,NA,"180205_Smp_L2C2DCMplus10m_A",11.16,3790278,3790278,"L-Alanine",578491,472808,-0.2,NA,NA,NA,NA,NA,NA,NA
"305",NA,NA,"180205_Smp_L2C2DCMplus10m_B",11.19,1423359,1423359,"L-Alanine",500795,190701,-0.2,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"306",NA,NA,"180205_Smp_L2C2DCMplus10m_C",11.16,705746,705746,"L-Alanine",518799,108048,-0.9,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"307",NA,NA,"180205_Smp_L2C2DCMplus20m_A",11.18,4094450,4094450,"L-Alanine",319033,498957,-0.2,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,"180205_Smp_L2C2DCMplus20m_B",11.24,1046533,1046533,"L-Alanine",369104,131320,-0.6,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
"309",NA,NA,"180205_Smp_L2C2DCMplus20m_C",11.16,412616,412616,"L-Alanine",943163,58057,-0.7,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"310",NA,NA,"180205_Std_4uMStdsInH2O_1",11.66,291531904,291531904,"4-Aminobutyric acid",43860412,20860166,-1.5,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,"180205_Std_4uMStdsInH2O_2",11.6,151354064,151354064,"4-Aminobutyric acid",28282542,10359998,-2.1,NA,NA,NA,NA,NA,NA,NA
"312",NA,NA,"180205_Std_4uMStdsInMatrix_1",11.69,253498048,253498048,"4-Aminobutyric acid",36221952,17308502,-1.2,NA,NA,NA,NA,NA,NA,NA
"313",NA,NA,"180205_Std_4uMStdsInMatrix_2",11.66,151879968,151879968,"4-Aminobutyric acid",22969478,9848747,-1.9,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"180205_Blk_MQBlk_1",11.97,1335150,1335150,"4-Aminobutyric acid",22767550,152054,-1.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"315",NA,NA,"180205_Blk_MQBlk_2",11.77,923283,923283,"4-Aminobutyric acid",11523041,98174,-1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"316",NA,NA,"180205_Blk_MQBlk_3",12.11,312108,312108,"4-Aminobutyric acid",13386812,87164,-1.7,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"317",NA,NA,"180205_Blk_SWBlk_1",11.65,47236660,47236660,"4-Aminobutyric acid",6616073,622239,-1.6,NA,NA,NA,NA,NA,NA,NA
"318",NA,NA,"180205_Blk_SWBlk_2",11.62,35421660,35421660,"4-Aminobutyric acid",5461992,502332,-1.4,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,"180205_Blk_SWBlk_3",11.73,45437596,45437596,"4-Aminobutyric acid",4733032,536422,-1.8,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,"180205_Poo_Sept29QC_1",11.71,13974049,13974049,"4-Aminobutyric acid",40797400,650278,-1.7,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"321",NA,NA,"180205_Poo_Sept29QC_2",11.72,60484544,60484544,"4-Aminobutyric acid",5452750,827584,-1.4,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"180205_Poo_Sept29QC_3",11.71,54333212,54333212,"4-Aminobutyric acid",4758682,902191,-2.1,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"180205_Poo_Sept29QC_4",11.69,55300796,55300796,"4-Aminobutyric acid",4661660,743527,-1.6,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"180205_Poo_TruePoo_Full1",11.76,132676488,132676488,"4-Aminobutyric acid",10949103,1223583,-1.4,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,"180205_Poo_TruePoo_Full2",11.75,33969472,33969472,"4-Aminobutyric acid",2807563,689085,-1.4,NA,NA,NA,NA,NA,NA,NA
"326",NA,NA,"180205_Poo_TruePoo_Full3",11.65,46050824,46050824,"4-Aminobutyric acid",4101219,870244,-1.6,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,"180205_Poo_TruePoo_Half1",11.78,105656848,105656848,"4-Aminobutyric acid",41855540,912436,-1.5,"SN.Flag",NA,NA,NA,NA,NA,"SN.Flag"
