"","Replicate.Name","Precursor.Ion.Name","Height"
"399","180205_Smp_L2C2DCMplus20m_B","L-Asparagine",48487
"400","180205_Smp_L2C2DCMplus20m_C","L-Asparagine",30703
"401","180205_Poo_Sept29QC_1","L-Aspartic acid",463225
"402","180205_Poo_Sept29QC_2","L-Aspartic acid",85773
"403","180205_Poo_Sept29QC_3","L-Aspartic acid",76999
"404","180205_Poo_Sept29QC_4","L-Aspartic acid",75032
"405","180205_Poo_TruePoo_Full1","L-Aspartic acid",331553
"406","180205_Poo_TruePoo_Full2","L-Aspartic acid",88394
"407","180205_Poo_TruePoo_Full3","L-Aspartic acid",91794
"408","180205_Poo_TruePoo_Half1","L-Aspartic acid",159347
"409","180205_Poo_TruePoo_Half2","L-Aspartic acid",43604
"410","180205_Poo_TruePoo_Half3","L-Aspartic acid",53493
"411","180205_Smp_L1C32DCMless10m_A","L-Aspartic acid",185006
"412","180205_Smp_L1C32DCMless10m_B","L-Aspartic acid",97807
"413","180205_Smp_L1C32DCMless10m_C","L-Aspartic acid",97178
"414","180205_Smp_L1C32DCMless20m_A","L-Aspartic acid",113010
"415","180205_Smp_L1C32DCMless20m_B","L-Aspartic acid",117102
"416","180205_Smp_L1C32DCMless20m_C","L-Aspartic acid",155983
"417","180205_Smp_L1C33DCM_A","L-Aspartic acid",74432
"418","180205_Smp_L1C33DCM_B","L-Aspartic acid",107328
"419","180205_Smp_L1C33DCM_C","L-Aspartic acid",74726
"420","180205_Smp_L1C33DCMplus10m_A","L-Aspartic acid",311974
"421","180205_Smp_L1C33DCMplus10m_B","L-Aspartic acid",94921
"422","180205_Smp_L1C33DCMplus10m_C","L-Aspartic acid",112482
"423","180205_Smp_L1C33DCMplus20m_A","L-Aspartic acid",87045
"424","180205_Smp_L1C33DCMplus20m_B","L-Aspartic acid",81351
"425","180205_Smp_L1C33DCMplus20m_C","L-Aspartic acid",111803
"426","180205_Smp_L2C1DCMless10m_A","L-Aspartic acid",67104
"427","180205_Smp_L2C1DCMless10m_B","L-Aspartic acid",104879
"428","180205_Smp_L2C1DCMless10m_C","L-Aspartic acid",88492
"429","180205_Smp_L2C1DCMless20m_A","L-Aspartic acid",500773
"430","180205_Smp_L2C1DCMless20m_B","L-Aspartic acid",133872
"431","180205_Smp_L2C1DCMless20m_C","L-Aspartic acid",126104
"432","180205_Smp_L2C2DCM_A","L-Aspartic acid",58524
"433","180205_Smp_L2C2DCM_B","L-Aspartic acid",72399
"434","180205_Smp_L2C2DCM_C","L-Aspartic acid",159409
"435","180205_Smp_L2C2DCMplus10m_A","L-Aspartic acid",158717
"436","180205_Smp_L2C2DCMplus10m_B","L-Aspartic acid",59168
"437","180205_Smp_L2C2DCMplus10m_C","L-Aspartic acid",84431
"438","180205_Smp_L2C2DCMplus20m_A","L-Aspartic acid",171592
"439","180205_Smp_L2C2DCMplus20m_B","L-Aspartic acid",48575
"440","180205_Smp_L2C2DCMplus20m_C","L-Aspartic acid",41101
"441","180205_Poo_Sept29QC_1","Glycine betaine",214627648
"442","180205_Poo_Sept29QC_2","Glycine betaine",198437760
"443","180205_Poo_Sept29QC_3","Glycine betaine",190147056
"444","180205_Poo_Sept29QC_4","Glycine betaine",191940240
"445","180205_Poo_TruePoo_Full1","Glycine betaine",360857728
"446","180205_Poo_TruePoo_Full2","Glycine betaine",358811744
"447","180205_Poo_TruePoo_Full3","Glycine betaine",353428032
"448","180205_Poo_TruePoo_Half1","Glycine betaine",196839808
"449","180205_Poo_TruePoo_Half2","Glycine betaine",178614464
"450","180205_Poo_TruePoo_Half3","Glycine betaine",182137696
"451","180205_Smp_L1C32DCMless10m_A","Glycine betaine",396220096
"452","180205_Smp_L1C32DCMless10m_B","Glycine betaine",375019904
"453","180205_Smp_L1C32DCMless10m_C","Glycine betaine",425134752
"454","180205_Smp_L1C32DCMless20m_A","Glycine betaine",327892608
"455","180205_Smp_L1C32DCMless20m_B","Glycine betaine",958796288
"456","180205_Smp_L1C32DCMless20m_C","Glycine betaine",546823360
"457","180205_Smp_L1C33DCM_A","Glycine betaine",380297696
"458","180205_Smp_L1C33DCM_B","Glycine betaine",548196864
"459","180205_Smp_L1C33DCM_C","Glycine betaine",318678400
"460","180205_Smp_L1C33DCMplus10m_A","Glycine betaine",387723616
"461","180205_Smp_L1C33DCMplus10m_B","Glycine betaine",427502432
"462","180205_Smp_L1C33DCMplus10m_C","Glycine betaine",426549024
"463","180205_Smp_L1C33DCMplus20m_A","Glycine betaine",421643904
"464","180205_Smp_L1C33DCMplus20m_B","Glycine betaine",382726336
"465","180205_Smp_L1C33DCMplus20m_C","Glycine betaine",397340000
"466","180205_Smp_L2C1DCMless10m_A","Glycine betaine",304122272
"467","180205_Smp_L2C1DCMless10m_B","Glycine betaine",359207616
"468","180205_Smp_L2C1DCMless10m_C","Glycine betaine",315348448
"469","180205_Smp_L2C1DCMless20m_A","Glycine betaine",321220352
"470","180205_Smp_L2C1DCMless20m_B","Glycine betaine",281800896
"471","180205_Smp_L2C1DCMless20m_C","Glycine betaine",233310688
"472","180205_Smp_L2C2DCM_A","Glycine betaine",361325696
"473","180205_Smp_L2C2DCM_B","Glycine betaine",531920736
"474","180205_Smp_L2C2DCM_C","Glycine betaine",362985504
"475","180205_Smp_L2C2DCMplus10m_A","Glycine betaine",328358592
"476","180205_Smp_L2C2DCMplus10m_B","Glycine betaine",296529088
"477","180205_Smp_L2C2DCMplus10m_C","Glycine betaine",394607520
"478","180205_Smp_L2C2DCMplus20m_A","Glycine betaine",310307392
"479","180205_Smp_L2C2DCMplus20m_B","Glycine betaine",369654240
"480","180205_Smp_L2C2DCMplus20m_C","Glycine betaine",215958864
"481","180205_Poo_Sept29QC_1","Butyrylcarnitine",5288
"482","180205_Poo_Sept29QC_2","Butyrylcarnitine",6272
"483","180205_Poo_Sept29QC_3","Butyrylcarnitine",6337
"484","180205_Poo_Sept29QC_4","Butyrylcarnitine",8715
"485","180205_Poo_TruePoo_Full1","Butyrylcarnitine",12085
"486","180205_Poo_TruePoo_Full2","Butyrylcarnitine",18323
"487","180205_Poo_TruePoo_Full3","Butyrylcarnitine",22420
"488","180205_Poo_TruePoo_Half1","Butyrylcarnitine",8557
"489","180205_Poo_TruePoo_Half2","Butyrylcarnitine",13799
"490","180205_Poo_TruePoo_Half3","Butyrylcarnitine",8156
"491","180205_Smp_L1C32DCMless10m_A","Butyrylcarnitine",11161
"492","180205_Smp_L1C32DCMless10m_B","Butyrylcarnitine",7711
"493","180205_Smp_L1C32DCMless10m_C","Butyrylcarnitine",29375
"494","180205_Smp_L1C32DCMless20m_A","Butyrylcarnitine",19955
"495","180205_Smp_L1C32DCMless20m_B","Butyrylcarnitine",32937
"496","180205_Smp_L1C32DCMless20m_C","Butyrylcarnitine",32991
"497","180205_Smp_L1C33DCM_A","Butyrylcarnitine",11979
"498","180205_Smp_L1C33DCM_B","Butyrylcarnitine",20735
"499","180205_Smp_L1C33DCM_C","Butyrylcarnitine",10787
"500","180205_Smp_L1C33DCMplus10m_A","Butyrylcarnitine",10642
"501","180205_Smp_L1C33DCMplus10m_B","Butyrylcarnitine",18958
"502","180205_Smp_L1C33DCMplus10m_C","Butyrylcarnitine",23586
"503","180205_Smp_L1C33DCMplus20m_A","Butyrylcarnitine",18928
"504","180205_Smp_L1C33DCMplus20m_B","Butyrylcarnitine",18534
"505","180205_Smp_L1C33DCMplus20m_C","Butyrylcarnitine",28508
"506","180205_Smp_L2C1DCMless10m_A","Butyrylcarnitine",15844
"507","180205_Smp_L2C1DCMless10m_B","Butyrylcarnitine",4920
"508","180205_Smp_L2C1DCMless10m_C","Butyrylcarnitine",8435
"509","180205_Smp_L2C1DCMless20m_A","Butyrylcarnitine",6319
"510","180205_Smp_L2C1DCMless20m_B","Butyrylcarnitine",14842
"511","180205_Smp_L2C1DCMless20m_C","Butyrylcarnitine",19440
"512","180205_Smp_L2C2DCM_A","Butyrylcarnitine",20421
"513","180205_Smp_L2C2DCM_B","Butyrylcarnitine",32174
"514","180205_Smp_L2C2DCM_C","Butyrylcarnitine",27818
"515","180205_Smp_L2C2DCMplus10m_A","Butyrylcarnitine",9786
"516","180205_Smp_L2C2DCMplus10m_B","Butyrylcarnitine",9896
"517","180205_Smp_L2C2DCMplus10m_C","Butyrylcarnitine",11147
"518","180205_Smp_L2C2DCMplus20m_A","Butyrylcarnitine",6571
"519","180205_Smp_L2C2DCMplus20m_B","Butyrylcarnitine",14864
"520","180205_Smp_L2C2DCMplus20m_C","Butyrylcarnitine",4316
"521","180205_Poo_Sept29QC_1","Carnitine",4422813
"522","180205_Poo_Sept29QC_2","Carnitine",3795483
"523","180205_Poo_Sept29QC_3","Carnitine",3415783
"524","180205_Poo_Sept29QC_4","Carnitine",3764093
"525","180205_Poo_TruePoo_Full1","Carnitine",3445496
"526","180205_Poo_TruePoo_Full2","Carnitine",3401158
"527","180205_Poo_TruePoo_Full3","Carnitine",3002732
"528","180205_Poo_TruePoo_Half1","Carnitine",2245722
"529","180205_Poo_TruePoo_Half2","Carnitine",2175832
"530","180205_Poo_TruePoo_Half3","Carnitine",2077326
"531","180205_Smp_L1C32DCMless10m_A","Carnitine",5051706
"532","180205_Smp_L1C32DCMless10m_B","Carnitine",3277897
"533","180205_Smp_L1C32DCMless10m_C","Carnitine",4415402
"534","180205_Smp_L1C32DCMless20m_A","Carnitine",4081136
"535","180205_Smp_L1C32DCMless20m_B","Carnitine",4984007
"536","180205_Smp_L1C32DCMless20m_C","Carnitine",5471059
"537","180205_Smp_L1C33DCM_A","Carnitine",3952084
"538","180205_Smp_L1C33DCM_B","Carnitine",5048711
"539","180205_Smp_L1C33DCM_C","Carnitine",3051240
"540","180205_Smp_L1C33DCMplus10m_A","Carnitine",4344321
"541","180205_Smp_L1C33DCMplus10m_B","Carnitine",3165815
"542","180205_Smp_L1C33DCMplus10m_C","Carnitine",4396130
"543","180205_Smp_L1C33DCMplus20m_A","Carnitine",2702389
"544","180205_Smp_L1C33DCMplus20m_B","Carnitine",2600629
"545","180205_Smp_L1C33DCMplus20m_C","Carnitine",2518505
"546","180205_Smp_L2C1DCMless10m_A","Carnitine",2923062
"547","180205_Smp_L2C1DCMless10m_B","Carnitine",2865365
"548","180205_Smp_L2C1DCMless10m_C","Carnitine",2694496
"549","180205_Smp_L2C1DCMless20m_A","Carnitine",3397389
"550","180205_Smp_L2C1DCMless20m_B","Carnitine",3257148
"551","180205_Smp_L2C1DCMless20m_C","Carnitine",2650663
"552","180205_Smp_L2C2DCM_A","Carnitine",2861058
"553","180205_Smp_L2C2DCM_B","Carnitine",4035609
"554","180205_Smp_L2C2DCM_C","Carnitine",3604202
"555","180205_Smp_L2C2DCMplus10m_A","Carnitine",3268001
"556","180205_Smp_L2C2DCMplus10m_B","Carnitine",3431721
"557","180205_Smp_L2C2DCMplus10m_C","Carnitine",3193263
"558","180205_Smp_L2C2DCMplus20m_A","Carnitine",2442401
"559","180205_Smp_L2C2DCMplus20m_B","Carnitine",2319202
"560","180205_Smp_L2C2DCMplus20m_C","Carnitine",1836371
"561","180205_Poo_Sept29QC_1","Chitobiose",12561
"562","180205_Poo_Sept29QC_2","Chitobiose",NA
"563","180205_Poo_Sept29QC_3","Chitobiose",3700
"564","180205_Poo_Sept29QC_4","Chitobiose",NA
"565","180205_Poo_TruePoo_Full1","Chitobiose",2622
"566","180205_Poo_TruePoo_Full2","Chitobiose",NA
"567","180205_Poo_TruePoo_Full3","Chitobiose",3354
"568","180205_Poo_TruePoo_Half1","Chitobiose",NA
"569","180205_Poo_TruePoo_Half2","Chitobiose",NA
"570","180205_Poo_TruePoo_Half3","Chitobiose",NA
"571","180205_Smp_L1C32DCMless10m_A","Chitobiose",3792
"572","180205_Smp_L1C32DCMless10m_B","Chitobiose",NA
"573","180205_Smp_L1C32DCMless10m_C","Chitobiose",NA
"574","180205_Smp_L1C32DCMless20m_A","Chitobiose",22196
"575","180205_Smp_L1C32DCMless20m_B","Chitobiose",4104
"576","180205_Smp_L1C32DCMless20m_C","Chitobiose",NA
"577","180205_Smp_L1C33DCM_A","Chitobiose",NA
"578","180205_Smp_L1C33DCM_B","Chitobiose",NA
"579","180205_Smp_L1C33DCM_C","Chitobiose",4606
"580","180205_Smp_L1C33DCMplus10m_A","Chitobiose",7929
"581","180205_Smp_L1C33DCMplus10m_B","Chitobiose",NA
"582","180205_Smp_L1C33DCMplus10m_C","Chitobiose",NA
"583","180205_Smp_L1C33DCMplus20m_A","Chitobiose",NA
"584","180205_Smp_L1C33DCMplus20m_B","Chitobiose",3024
"585","180205_Smp_L1C33DCMplus20m_C","Chitobiose",2848
"586","180205_Smp_L2C1DCMless10m_A","Chitobiose",NA
"587","180205_Smp_L2C1DCMless10m_B","Chitobiose",2453
"588","180205_Smp_L2C1DCMless10m_C","Chitobiose",6955
"589","180205_Smp_L2C1DCMless20m_A","Chitobiose",3345
"590","180205_Smp_L2C1DCMless20m_B","Chitobiose",2756
"591","180205_Smp_L2C1DCMless20m_C","Chitobiose",NA
"592","180205_Smp_L2C2DCM_A","Chitobiose",5330
"593","180205_Smp_L2C2DCM_B","Chitobiose",2452
"594","180205_Smp_L2C2DCM_C","Chitobiose",20664
"595","180205_Smp_L2C2DCMplus10m_A","Chitobiose",6979
"596","180205_Smp_L2C2DCMplus10m_B","Chitobiose",5858
"597","180205_Smp_L2C2DCMplus10m_C","Chitobiose",3996
"598","180205_Smp_L2C2DCMplus20m_A","Chitobiose",NA
"599","180205_Smp_L2C2DCMplus20m_B","Chitobiose",NA
"600","180205_Smp_L2C2DCMplus20m_C","Chitobiose",3535
"601","180205_Poo_Sept29QC_1","Choline",10738078
"602","180205_Poo_Sept29QC_2","Choline",9383066
"603","180205_Poo_Sept29QC_3","Choline",9149071
"604","180205_Poo_Sept29QC_4","Choline",9714433
"605","180205_Poo_TruePoo_Full1","Choline",19880714
"606","180205_Poo_TruePoo_Full2","Choline",19265444
"607","180205_Poo_TruePoo_Full3","Choline",23317964
"608","180205_Poo_TruePoo_Half1","Choline",14957097
"609","180205_Poo_TruePoo_Half2","Choline",9434828
"610","180205_Poo_TruePoo_Half3","Choline",9072468
"611","180205_Smp_L1C32DCMless10m_A","Choline",21414812
"612","180205_Smp_L1C32DCMless10m_B","Choline",19963202
"613","180205_Smp_L1C32DCMless10m_C","Choline",28371684
"614","180205_Smp_L1C32DCMless20m_A","Choline",20913014
"615","180205_Smp_L1C32DCMless20m_B","Choline",29837566
"616","180205_Smp_L1C32DCMless20m_C","Choline",38667184
"617","180205_Smp_L1C33DCM_A","Choline",27307870
"618","180205_Smp_L1C33DCM_B","Choline",31228920
"619","180205_Smp_L1C33DCM_C","Choline",23737766
"620","180205_Smp_L1C33DCMplus10m_A","Choline",24353066
"621","180205_Smp_L1C33DCMplus10m_B","Choline",29884816
"622","180205_Smp_L1C33DCMplus10m_C","Choline",28931540
"623","180205_Smp_L1C33DCMplus20m_A","Choline",19014908
"624","180205_Smp_L1C33DCMplus20m_B","Choline",12598064
"625","180205_Smp_L1C33DCMplus20m_C","Choline",26903740
"626","180205_Smp_L2C1DCMless10m_A","Choline",18494852
"627","180205_Smp_L2C1DCMless10m_B","Choline",14281582
"628","180205_Smp_L2C1DCMless10m_C","Choline",17633738
"629","180205_Smp_L2C1DCMless20m_A","Choline",20181982
"630","180205_Smp_L2C1DCMless20m_B","Choline",18629936
"631","180205_Smp_L2C1DCMless20m_C","Choline",16906720
"632","180205_Smp_L2C2DCM_A","Choline",19922924
"633","180205_Smp_L2C2DCM_B","Choline",25834758
"634","180205_Smp_L2C2DCM_C","Choline",30449108
"635","180205_Smp_L2C2DCMplus10m_A","Choline",16778430
"636","180205_Smp_L2C2DCMplus10m_B","Choline",20990988
"637","180205_Smp_L2C2DCMplus10m_C","Choline",17158846
"638","180205_Smp_L2C2DCMplus20m_A","Choline",11913534
"639","180205_Smp_L2C2DCMplus20m_B","Choline",11850927
"640","180205_Smp_L2C2DCMplus20m_C","Choline",10355039
"641","180205_Poo_Sept29QC_1","Citrulline",268327
"642","180205_Poo_Sept29QC_2","Citrulline",71634
"643","180205_Poo_Sept29QC_3","Citrulline",76115
"644","180205_Poo_Sept29QC_4","Citrulline",79582
"645","180205_Poo_TruePoo_Full1","Citrulline",284633
"646","180205_Poo_TruePoo_Full2","Citrulline",66361
"647","180205_Poo_TruePoo_Full3","Citrulline",77355
"648","180205_Poo_TruePoo_Half1","Citrulline",120803
"649","180205_Poo_TruePoo_Half2","Citrulline",39954
"650","180205_Poo_TruePoo_Half3","Citrulline",44198
"651","180205_Smp_L1C32DCMless10m_A","Citrulline",210903
"652","180205_Smp_L1C32DCMless10m_B","Citrulline",101831
"653","180205_Smp_L1C32DCMless10m_C","Citrulline",92303
"654","180205_Smp_L1C32DCMless20m_A","Citrulline",135983
"655","180205_Smp_L1C32DCMless20m_B","Citrulline",118678
"656","180205_Smp_L1C32DCMless20m_C","Citrulline",148026
"657","180205_Smp_L1C33DCM_A","Citrulline",70855
"658","180205_Smp_L1C33DCM_B","Citrulline",77936
"659","180205_Smp_L1C33DCM_C","Citrulline",76425
"660","180205_Smp_L1C33DCMplus10m_A","Citrulline",231464
"661","180205_Smp_L1C33DCMplus10m_B","Citrulline",64411
"662","180205_Smp_L1C33DCMplus10m_C","Citrulline",66939
"663","180205_Smp_L1C33DCMplus20m_A","Citrulline",62358
"664","180205_Smp_L1C33DCMplus20m_B","Citrulline",49952
"665","180205_Smp_L1C33DCMplus20m_C","Citrulline",70550
"666","180205_Smp_L2C1DCMless10m_A","Citrulline",60791
"667","180205_Smp_L2C1DCMless10m_B","Citrulline",88768
"668","180205_Smp_L2C1DCMless10m_C","Citrulline",85018
"669","180205_Smp_L2C1DCMless20m_A","Citrulline",504428
"670","180205_Smp_L2C1DCMless20m_B","Citrulline",130444
"671","180205_Smp_L2C1DCMless20m_C","Citrulline",116551
"672","180205_Smp_L2C2DCM_A","Citrulline",40808
"673","180205_Smp_L2C2DCM_B","Citrulline",53468
"674","180205_Smp_L2C2DCM_C","Citrulline",50877
"675","180205_Smp_L2C2DCMplus10m_A","Citrulline",113914
"676","180205_Smp_L2C2DCMplus10m_B","Citrulline",44448
"677","180205_Smp_L2C2DCMplus10m_C","Citrulline",50876
"678","180205_Smp_L2C2DCMplus20m_A","Citrulline",160152
"679","180205_Smp_L2C2DCMplus20m_B","Citrulline",37591
"680","180205_Smp_L2C2DCMplus20m_C","Citrulline",29559
"681","180205_Poo_Sept29QC_1","Creatine",1842618
"682","180205_Poo_Sept29QC_2","Creatine",280961
"683","180205_Poo_Sept29QC_3","Creatine",226316
"684","180205_Poo_Sept29QC_4","Creatine",278211
"685","180205_Poo_TruePoo_Full1","Creatine",11507506
"686","180205_Poo_TruePoo_Full2","Creatine",1911007
"687","180205_Poo_TruePoo_Full3","Creatine",1237255
"688","180205_Poo_TruePoo_Half1","Creatine",7485878
"689","180205_Poo_TruePoo_Half2","Creatine",3715725
"690","180205_Poo_TruePoo_Half3","Creatine",3339787
"691","180205_Smp_L1C32DCMless10m_A","Creatine",9849314
"692","180205_Smp_L1C32DCMless10m_B","Creatine",2441052
"693","180205_Smp_L1C32DCMless10m_C","Creatine",4775958
"694","180205_Smp_L1C32DCMless20m_A","Creatine",4580102
"695","180205_Smp_L1C32DCMless20m_B","Creatine",6153210
"696","180205_Smp_L1C32DCMless20m_C","Creatine",6100612
"697","180205_Smp_L1C33DCM_A","Creatine",3054426
"698","180205_Smp_L1C33DCM_B","Creatine",3983117
"699","180205_Smp_L1C33DCM_C","Creatine",1541259
"700","180205_Smp_L1C33DCMplus10m_A","Creatine",13481589
"701","180205_Smp_L1C33DCMplus10m_B","Creatine",1896638
"702","180205_Smp_L1C33DCMplus10m_C","Creatine",5726895
"703","180205_Smp_L1C33DCMplus20m_A","Creatine",702997
"704","180205_Smp_L1C33DCMplus20m_B","Creatine",1411727
"705","180205_Smp_L1C33DCMplus20m_C","Creatine",849301
"706","180205_Smp_L2C1DCMless10m_A","Creatine",805689
"707","180205_Smp_L2C1DCMless10m_B","Creatine",1248658
"708","180205_Smp_L2C1DCMless10m_C","Creatine",517516
"709","180205_Smp_L2C1DCMless20m_A","Creatine",2810453
"710","180205_Smp_L2C1DCMless20m_B","Creatine",856208
"711","180205_Smp_L2C1DCMless20m_C","Creatine",833184
"712","180205_Smp_L2C2DCM_A","Creatine",1395049
"713","180205_Smp_L2C2DCM_B","Creatine",932643
"714","180205_Smp_L2C2DCM_C","Creatine",3136965
"715","180205_Smp_L2C2DCMplus10m_A","Creatine",3076048
"716","180205_Smp_L2C2DCMplus10m_B","Creatine",1060713
"717","180205_Smp_L2C2DCMplus10m_C","Creatine",1641370
"718","180205_Smp_L2C2DCMplus20m_A","Creatine",2095023
"719","180205_Smp_L2C2DCMplus20m_B","Creatine",657413
"720","180205_Smp_L2C2DCMplus20m_C","Creatine",551302
"721","180205_Poo_Sept29QC_1","L-Cysteinylglycine",NA
"722","180205_Poo_Sept29QC_2","L-Cysteinylglycine",4680
"723","180205_Poo_Sept29QC_3","L-Cysteinylglycine",NA
"724","180205_Poo_Sept29QC_4","L-Cysteinylglycine",NA
"725","180205_Poo_TruePoo_Full1","L-Cysteinylglycine",NA
"726","180205_Poo_TruePoo_Full2","L-Cysteinylglycine",7368
"727","180205_Poo_TruePoo_Full3","L-Cysteinylglycine",6979
"728","180205_Poo_TruePoo_Half1","L-Cysteinylglycine",NA
"729","180205_Poo_TruePoo_Half2","L-Cysteinylglycine",NA
"730","180205_Poo_TruePoo_Half3","L-Cysteinylglycine",4181
"731","180205_Smp_L1C32DCMless10m_A","L-Cysteinylglycine",NA
"732","180205_Smp_L1C32DCMless10m_B","L-Cysteinylglycine",4047
"733","180205_Smp_L1C32DCMless10m_C","L-Cysteinylglycine",8157
"734","180205_Smp_L1C32DCMless20m_A","L-Cysteinylglycine",6648
"735","180205_Smp_L1C32DCMless20m_B","L-Cysteinylglycine",8246
"736","180205_Smp_L1C32DCMless20m_C","L-Cysteinylglycine",7938
"737","180205_Smp_L1C33DCM_A","L-Cysteinylglycine",5799
"738","180205_Smp_L1C33DCM_B","L-Cysteinylglycine",NA
"739","180205_Smp_L1C33DCM_C","L-Cysteinylglycine",NA
"740","180205_Smp_L1C33DCMplus10m_A","L-Cysteinylglycine",NA
"741","180205_Smp_L1C33DCMplus10m_B","L-Cysteinylglycine",NA
"742","180205_Smp_L1C33DCMplus10m_C","L-Cysteinylglycine",11432
"743","180205_Smp_L1C33DCMplus20m_A","L-Cysteinylglycine",NA
"744","180205_Smp_L1C33DCMplus20m_B","L-Cysteinylglycine",6647
"745","180205_Smp_L1C33DCMplus20m_C","L-Cysteinylglycine",3964
"746","180205_Smp_L2C1DCMless10m_A","L-Cysteinylglycine",6621
"747","180205_Smp_L2C1DCMless10m_B","L-Cysteinylglycine",7924
"748","180205_Smp_L2C1DCMless10m_C","L-Cysteinylglycine",5428
"749","180205_Smp_L2C1DCMless20m_A","L-Cysteinylglycine",NA
"750","180205_Smp_L2C1DCMless20m_B","L-Cysteinylglycine",3795
"751","180205_Smp_L2C1DCMless20m_C","L-Cysteinylglycine",7140
"752","180205_Smp_L2C2DCM_A","L-Cysteinylglycine",3663
"753","180205_Smp_L2C2DCM_B","L-Cysteinylglycine",NA
"754","180205_Smp_L2C2DCM_C","L-Cysteinylglycine",NA
"755","180205_Smp_L2C2DCMplus10m_A","L-Cysteinylglycine",NA
"756","180205_Smp_L2C2DCMplus10m_B","L-Cysteinylglycine",NA
"757","180205_Smp_L2C2DCMplus10m_C","L-Cysteinylglycine",NA
"758","180205_Smp_L2C2DCMplus20m_A","L-Cysteinylglycine",NA
"759","180205_Smp_L2C2DCMplus20m_B","L-Cysteinylglycine",4468
"760","180205_Smp_L2C2DCMplus20m_C","L-Cysteinylglycine",NA
"761","180205_Poo_Sept29QC_1","Cys-Gly, oxidized",7728
"762","180205_Poo_Sept29QC_2","Cys-Gly, oxidized",5454
"763","180205_Poo_Sept29QC_3","Cys-Gly, oxidized",6964
"764","180205_Poo_Sept29QC_4","Cys-Gly, oxidized",10739
"765","180205_Poo_TruePoo_Full1","Cys-Gly, oxidized",7719
"766","180205_Poo_TruePoo_Full2","Cys-Gly, oxidized",8664
"767","180205_Poo_TruePoo_Full3","Cys-Gly, oxidized",4200
"768","180205_Poo_TruePoo_Half1","Cys-Gly, oxidized",5400
"769","180205_Poo_TruePoo_Half2","Cys-Gly, oxidized",6062
"770","180205_Poo_TruePoo_Half3","Cys-Gly, oxidized",5920
"771","180205_Smp_L1C32DCMless10m_A","Cys-Gly, oxidized",8413
"772","180205_Smp_L1C32DCMless10m_B","Cys-Gly, oxidized",7366
"773","180205_Smp_L1C32DCMless10m_C","Cys-Gly, oxidized",4582
"774","180205_Smp_L1C32DCMless20m_A","Cys-Gly, oxidized",4689
"775","180205_Smp_L1C32DCMless20m_B","Cys-Gly, oxidized",9420
"776","180205_Smp_L1C32DCMless20m_C","Cys-Gly, oxidized",4377
"777","180205_Smp_L1C33DCM_A","Cys-Gly, oxidized",7294
"778","180205_Smp_L1C33DCM_B","Cys-Gly, oxidized",12051
"779","180205_Smp_L1C33DCM_C","Cys-Gly, oxidized",4908
"780","180205_Smp_L1C33DCMplus10m_A","Cys-Gly, oxidized",9889
"781","180205_Smp_L1C33DCMplus10m_B","Cys-Gly, oxidized",7597
"782","180205_Smp_L1C33DCMplus10m_C","Cys-Gly, oxidized",5487
"783","180205_Smp_L1C33DCMplus20m_A","Cys-Gly, oxidized",7804
"784","180205_Smp_L1C33DCMplus20m_B","Cys-Gly, oxidized",6019
"785","180205_Smp_L1C33DCMplus20m_C","Cys-Gly, oxidized",12659
